,0,1,2,3
10,"[123.51724137931035, 120.13793103448276, 119.10344827586206, 118.79310344827586, 119.27586206896552, 119.17241379310344, 119.20689655172414, 119.62068965517241, 119.20689655172414, 119.24137931034483, 119.55172413793103, 119.3103448275862, 118.96551724137932, 119.06896551724138, 119.72413793103448, 119.37931034482759, 119.37931034482759, 119.65517241379311, 118.93103448275862, 119.41379310344827, 119.0, 118.89655172413794, 118.55172413793103, 117.0, 116.37931034482759, 116.62068965517241, 118.0]","[123.38758620689654, 122.1306896551724, 121.15310344827586, 120.73413793103447, 121.01344827586206, 120.73413793103447, 121.01344827586206, 121.85137931034481, 121.29275862068965, 121.29275862068965, 121.57206896551725, 121.01344827586206, 120.73413793103447, 120.17551724137931, 121.29275862068965, 120.45482758620687, 120.87379310344826, 121.15310344827586, 120.87379310344826, 120.03586206896551, 119.75655172413792, 119.75655172413792, 119.19793103448274, 118.35999999999999, 116.2651724137931, 115.70655172413791, 116.82379310344825]","[122.82896551724139, 121.43241379310345, 121.15310344827586, 121.57206896551725, 121.99103448275861, 121.85137931034481, 121.57206896551725, 121.99103448275861, 120.73413793103447, 121.29275862068965, 121.57206896551725, 121.15310344827586, 120.59448275862067, 121.15310344827586, 121.29275862068965, 121.15310344827586, 120.73413793103447, 120.45482758620687, 120.17551724137931, 120.3151724137931, 120.3151724137931, 120.45482758620687, 119.47724137931033, 118.49965517241378, 117.10310344827585, 116.96344827586205, 115.70655172413791]","[123.10827586206895, 122.2703448275862, 122.5496551724138, 121.85137931034481, 121.85137931034481, 121.15310344827586, 121.15310344827586, 121.43241379310345, 121.43241379310345, 121.15310344827586, 120.87379310344826, 121.01344827586206, 121.43241379310345, 121.43241379310345, 120.73413793103447, 120.3151724137931, 120.87379310344826, 120.59448275862067, 121.15310344827586, 120.73413793103447, 120.03586206896551, 120.03586206896551, 118.91862068965517, 118.35999999999999, 116.54448275862066, 116.40482758620686, 115.70655172413791]"
11,"[119.75862068965517, 115.44827586206897, 117.6896551724138, 121.03448275862068, 122.58620689655173, 122.13793103448276, 121.44827586206897, 121.75862068965517, 121.10344827586206, 120.6896551724138, 120.65517241379311, 121.17241379310344, 120.44827586206897, 120.17241379310344, 118.06896551724138, 122.34482758620689, 123.17241379310344, 122.3103448275862, 121.55172413793103, 120.17241379310344, 121.89655172413794, 122.17241379310344, 121.51724137931035, 120.89655172413794, 120.75862068965517, 120.65517241379311, 120.82758620689656]","[119.89620689655172, 119.33758620689653, 116.40482758620686, 120.03586206896551, 121.29275862068965, 122.41, 121.71172413793104, 121.43241379310345, 121.43241379310345, 121.43241379310345, 121.57206896551725, 121.71172413793104, 121.99103448275861, 121.57206896551725, 121.85137931034481, 120.17551724137931, 120.59448275862067, 120.73413793103447, 121.01344827586206, 120.17551724137931, 121.29275862068965, 121.43241379310345, 121.85137931034481, 122.1306896551724, 121.43241379310345, 121.99103448275861, 121.85137931034481]","[118.35999999999999, 120.45482758620687, 118.63931034482758, 120.45482758620687, 120.87379310344826, 121.71172413793104, 121.43241379310345, 121.99103448275861, 122.5496551724138, 121.57206896551725, 120.87379310344826, 121.57206896551725, 121.29275862068965, 121.57206896551725, 121.15310344827586, 120.45482758620687, 121.29275862068965, 121.29275862068965, 121.01344827586206, 120.59448275862067, 122.2703448275862, 122.5496551724138, 122.68931034482759, 122.1306896551724, 121.15310344827586, 121.57206896551725, 121.71172413793104]","[119.19793103448274, 121.29275862068965, 121.29275862068965, 121.43241379310345, 121.01344827586206, 121.29275862068965, 121.71172413793104, 121.71172413793104, 121.99103448275861, 121.85137931034481, 121.85137931034481, 121.85137931034481, 121.71172413793104, 121.43241379310345, 120.45482758620687, 120.73413793103447, 120.87379310344826, 121.15310344827586, 121.15310344827586, 121.15310344827586, 121.85137931034481, 121.57206896551725, 121.85137931034481, 122.41, 121.85137931034481, 121.57206896551725, 122.1306896551724]"
12,"[120.75862068965517, 120.72413793103448, 120.41379310344827, 120.13793103448276, 120.10344827586206, 119.6896551724138, 125.0, 120.89655172413794, 120.24137931034483, 120.3103448275862, 120.03448275862068, 119.3103448275862, 120.06896551724138, 120.34482758620689, 119.82758620689656, 120.06896551724138, 120.41379310344827, 119.82758620689656, 120.06896551724138, 119.96551724137932, 119.75862068965517, 119.75862068965517, 120.0, 120.24137931034483, 120.3103448275862, 120.03448275862068, 120.58620689655173]","[121.57206896551725, 121.43241379310345, 121.29275862068965, 121.01344827586206, 121.15310344827586, 121.15310344827586, 123.94620689655173, 121.99103448275861, 120.45482758620687, 120.73413793103447, 120.3151724137931, 119.89620689655172, 120.59448275862067, 121.15310344827586, 120.45482758620687, 120.17551724137931, 120.59448275862067, 120.59448275862067, 119.75655172413792, 120.87379310344826, 121.99103448275861, 121.01344827586206, 120.45482758620687, 120.73413793103447, 120.59448275862067, 120.45482758620687, 120.87379310344826]","[121.85137931034481, 121.43241379310345, 122.1306896551724, 121.15310344827586, 121.57206896551725, 121.15310344827586, 123.66689655172414, 121.29275862068965, 121.01344827586206, 120.59448275862067, 120.45482758620687, 120.73413793103447, 121.29275862068965, 121.01344827586206, 121.15310344827586, 121.01344827586206, 121.01344827586206, 120.3151724137931, 121.43241379310345, 121.57206896551725, 120.87379310344826, 121.15310344827586, 121.29275862068965, 121.29275862068965, 121.01344827586206, 121.15310344827586, 121.01344827586206]","[122.41, 121.99103448275861, 121.71172413793104, 120.73413793103447, 120.59448275862067, 120.3151724137931, 123.38758620689654, 121.29275862068965, 120.73413793103447, 121.29275862068965, 121.15310344827586, 121.43241379310345, 120.73413793103447, 120.87379310344826, 121.15310344827586, 120.45482758620687, 120.03586206896551, 121.15310344827586, 120.59448275862067, 120.17551724137931, 121.43241379310345, 121.01344827586206, 121.29275862068965, 121.15310344827586, 121.29275862068965, 120.87379310344826, 121.43241379310345]"
13,"[124.06896551724138, 117.51724137931035, 116.65517241379311, 117.34482758620689, 118.79310344827586, 119.0, 121.48275862068965, 121.75862068965517, 121.82758620689656, 121.3103448275862, 120.89655172413794, 121.06896551724138, 120.48275862068965, 120.13793103448276, 120.72413793103448, 120.93103448275862, 120.20689655172414, 120.24137931034483, 120.3103448275862, 120.34482758620689, 120.37931034482759, 120.51724137931035, 119.48275862068965, 119.82758620689656, 120.37931034482759, 119.93103448275862]","[122.82896551724139, 120.73413793103447, 118.91862068965517, 118.35999999999999, 118.91862068965517, 118.91862068965517, 119.89620689655172, 120.87379310344826, 121.71172413793104, 120.87379310344826, 121.15310344827586, 120.87379310344826, 120.59448275862067, 120.17551724137931, 120.59448275862067, 121.15310344827586, 120.87379310344826, 120.73413793103447, 120.73413793103447, 120.45482758620687, 120.3151724137931, 121.01344827586206, 120.03586206896551, 120.17551724137931, 120.45482758620687, 120.03586206896551]","[122.96862068965518, 120.45482758620687, 118.91862068965517, 118.91862068965517, 119.61689655172412, 119.05827586206894, 120.59448275862067, 120.45482758620687, 120.73413793103447, 121.57206896551725, 120.59448275862067, 121.29275862068965, 120.45482758620687, 120.73413793103447, 121.15310344827586, 120.87379310344826, 120.45482758620687, 120.3151724137931, 121.43241379310345, 120.3151724137931, 120.45482758620687, 120.87379310344826, 120.45482758620687, 120.87379310344826, 120.87379310344826, 121.01344827586206]","[122.1306896551724, 119.89620689655172, 119.19793103448274, 119.47724137931033, 120.17551724137931, 119.33758620689653, 120.73413793103447, 120.87379310344826, 121.29275862068965, 120.73413793103447, 120.45482758620687, 120.59448275862067, 120.59448275862067, 121.15310344827586, 121.43241379310345, 121.01344827586206, 120.87379310344826, 120.87379310344826, 120.45482758620687, 121.15310344827586, 121.01344827586206, 120.73413793103447, 120.59448275862067, 120.87379310344826, 120.73413793103447, 121.01344827586206]"
14,"[123.20689655172414, 119.51724137931035, 119.44827586206897, 119.13793103448276, 119.48275862068965, 119.75862068965517, 119.41379310344827, 119.51724137931035, 119.65517241379311, 119.0, 119.03448275862068, 119.65517241379311, 119.48275862068965, 120.10344827586206, 120.03448275862068, 119.75862068965517, 119.27586206896552, 119.44827586206897, 120.24137931034483, 117.96551724137932, 117.55172413793103, 118.13793103448276, 117.89655172413794, 118.72413793103448, 117.89655172413794, 121.0, 120.89655172413794]","[121.85137931034481, 120.45482758620687, 119.75655172413792, 119.47724137931033, 120.3151724137931, 120.17551724137931, 119.75655172413792, 119.75655172413792, 120.03586206896551, 119.19793103448274, 119.61689655172412, 119.61689655172412, 119.75655172413792, 119.75655172413792, 120.03586206896551, 119.33758620689653, 119.47724137931033, 119.33758620689653, 119.47724137931033, 118.35999999999999, 118.35999999999999, 118.08068965517239, 118.22034482758619, 119.33758620689653, 116.96344827586205, 119.75655172413792, 119.47724137931033]","[121.57206896551725, 121.15310344827586, 120.3151724137931, 120.3151724137931, 120.3151724137931, 119.89620689655172, 120.03586206896551, 119.89620689655172, 119.89620689655172, 119.47724137931033, 120.03586206896551, 120.59448275862067, 119.75655172413792, 119.75655172413792, 120.45482758620687, 120.03586206896551, 119.33758620689653, 119.61689655172412, 119.75655172413792, 119.05827586206894, 118.91862068965517, 118.91862068965517, 119.19793103448274, 118.08068965517239, 118.63931034482758, 119.19793103448274, 118.22034482758619]","[121.43241379310345, 121.29275862068965, 120.87379310344826, 119.89620689655172, 120.59448275862067, 120.03586206896551, 120.59448275862067, 120.03586206896551, 120.17551724137931, 119.75655172413792, 119.75655172413792, 120.3151724137931, 120.73413793103447, 121.01344827586206, 119.89620689655172, 119.47724137931033, 120.03586206896551, 120.17551724137931, 119.89620689655172, 119.05827586206894, 118.35999999999999, 118.22034482758619, 118.22034482758619, 118.08068965517239, 119.61689655172412, 119.75655172413792, 119.19793103448274]"
15,"[117.75862068965517, 118.72413793103448, 119.51724137931035, 120.65517241379311, 121.48275862068965, 120.72413793103448, 120.41379310344827, 120.24137931034483, 121.41379310344827, 121.24137931034483, 121.03448275862068, 120.75862068965517, 120.89655172413794, 120.65517241379311, 120.41379310344827, 120.75862068965517, 120.89655172413794, 120.24137931034483, 120.75862068965517, 120.44827586206897, 120.10344827586206, 120.03448275862068, 120.96551724137932, 120.24137931034483, 120.17241379310344, 119.93103448275862, 120.03448275862068]","[118.08068965517239, 118.49965517241378, 120.17551724137931, 120.3151724137931, 121.57206896551725, 120.17551724137931, 121.01344827586206, 120.73413793103447, 120.59448275862067, 121.57206896551725, 121.29275862068965, 121.01344827586206, 121.29275862068965, 120.87379310344826, 121.29275862068965, 120.87379310344826, 121.15310344827586, 120.59448275862067, 121.15310344827586, 121.85137931034481, 120.87379310344826, 120.73413793103447, 121.15310344827586, 121.15310344827586, 120.45482758620687, 120.59448275862067, 120.45482758620687]","[118.63931034482758, 119.05827586206894, 121.01344827586206, 120.59448275862067, 120.87379310344826, 120.73413793103447, 120.87379310344826, 120.87379310344826, 121.01344827586206, 121.29275862068965, 120.87379310344826, 121.15310344827586, 121.29275862068965, 121.43241379310345, 121.57206896551725, 121.43241379310345, 121.15310344827586, 120.73413793103447, 121.01344827586206, 120.73413793103447, 121.01344827586206, 121.01344827586206, 120.59448275862067, 121.01344827586206, 121.43241379310345, 121.01344827586206, 120.87379310344826]","[119.19793103448274, 118.49965517241378, 118.63931034482758, 120.17551724137931, 120.59448275862067, 120.73413793103447, 120.73413793103447, 120.73413793103447, 121.29275862068965, 121.01344827586206, 121.29275862068965, 121.29275862068965, 121.43241379310345, 121.15310344827586, 121.29275862068965, 121.01344827586206, 121.01344827586206, 120.87379310344826, 121.43241379310345, 120.87379310344826, 120.59448275862067, 121.15310344827586, 121.01344827586206, 120.59448275862067, 121.01344827586206, 121.29275862068965, 120.45482758620687]"
16,"[123.72413793103448, 119.58620689655173, 120.10344827586206, 118.96551724137932, 119.03448275862068, 119.13793103448276, 118.82758620689656, 119.06896551724138, 119.48275862068965, 118.86206896551724, 119.51724137931035, 119.48275862068965, 120.10344827586206, 119.72413793103448, 120.0, 119.79310344827586, 119.37931034482759, 119.72413793103448, 120.03448275862068, 119.65517241379311, 119.62068965517241, 119.93103448275862, 119.75862068965517, 119.72413793103448, 119.82758620689656, 119.58620689655173]","[122.5496551724138, 121.29275862068965, 120.87379310344826, 120.87379310344826, 120.59448275862067, 121.15310344827586, 120.73413793103447, 121.57206896551725, 120.73413793103447, 120.87379310344826, 120.87379310344826, 120.45482758620687, 120.59448275862067, 120.45482758620687, 120.45482758620687, 120.45482758620687, 120.59448275862067, 120.59448275862067, 120.87379310344826, 120.73413793103447, 120.87379310344826, 121.15310344827586, 120.45482758620687, 120.73413793103447, 121.01344827586206, 121.01344827586206]","[123.24793103448275, 121.85137931034481, 120.59448275862067, 120.73413793103447, 120.59448275862067, 120.87379310344826, 120.73413793103447, 120.87379310344826, 120.73413793103447, 120.3151724137931, 121.43241379310345, 121.01344827586206, 120.87379310344826, 121.15310344827586, 120.73413793103447, 120.87379310344826, 120.03586206896551, 121.29275862068965, 120.59448275862067, 120.45482758620687, 120.73413793103447, 120.73413793103447, 120.3151724137931, 120.73413793103447, 120.87379310344826, 120.87379310344826]","[122.5496551724138, 121.43241379310345, 120.87379310344826, 121.01344827586206, 121.15310344827586, 121.29275862068965, 120.87379310344826, 120.87379310344826, 121.15310344827586, 120.73413793103447, 120.87379310344826, 121.15310344827586, 121.01344827586206, 121.01344827586206, 120.45482758620687, 120.17551724137931, 119.89620689655172, 121.29275862068965, 121.15310344827586, 120.59448275862067, 120.87379310344826, 121.01344827586206, 120.87379310344826, 120.73413793103447, 120.17551724137931, 120.3151724137931]"
17,"[123.55172413793103, 120.37931034482759, 119.72413793103448, 119.34482758620689, 119.37931034482759, 119.62068965517241, 119.20689655172414, 119.96551724137932, 119.75862068965517, 119.89655172413794, 119.62068965517241, 119.65517241379311, 119.55172413793103, 119.72413793103448, 119.41379310344827, 119.17241379310344, 119.55172413793103, 119.48275862068965, 119.55172413793103, 119.75862068965517, 119.55172413793103, 119.65517241379311, 119.72413793103448, 119.34482758620689]","[122.82896551724139, 120.87379310344826, 120.3151724137931, 119.89620689655172, 119.47724137931033, 119.33758620689653, 119.61689655172412, 119.89620689655172, 119.89620689655172, 119.89620689655172, 119.89620689655172, 119.61689655172412, 120.17551724137931, 119.75655172413792, 119.33758620689653, 119.89620689655172, 119.61689655172412, 119.89620689655172, 120.03586206896551, 119.61689655172412, 119.05827586206894, 119.61689655172412, 119.61689655172412, 119.61689655172412]","[122.41, 120.87379310344826, 120.73413793103447, 120.3151724137931, 120.59448275862067, 120.87379310344826, 120.45482758620687, 120.3151724137931, 119.61689655172412, 119.47724137931033, 120.03586206896551, 120.17551724137931, 120.03586206896551, 119.47724137931033, 119.19793103448274, 119.33758620689653, 119.47724137931033, 119.47724137931033, 120.03586206896551, 119.33758620689653, 120.17551724137931, 119.89620689655172, 119.75655172413792, 119.75655172413792]","[121.57206896551725, 120.59448275862067, 120.59448275862067, 120.45482758620687, 120.73413793103447, 120.45482758620687, 120.03586206896551, 120.59448275862067, 120.59448275862067, 120.59448275862067, 120.17551724137931, 120.03586206896551, 120.03586206896551, 120.59448275862067, 120.03586206896551, 120.3151724137931, 120.03586206896551, 119.47724137931033, 120.17551724137931, 119.75655172413792, 120.17551724137931, 120.45482758620687, 119.89620689655172, 119.47724137931033]"
18,"[122.89655172413794, 119.79310344827586, 119.44827586206897, 119.37931034482759, 119.34482758620689, 119.48275862068965, 119.86206896551724, 119.55172413793103, 119.27586206896552, 119.75862068965517, 119.6896551724138, 119.72413793103448, 120.51724137931035, 120.13793103448276, 120.24137931034483, 120.03448275862068, 120.34482758620689, 120.55172413793103, 120.51724137931035, 120.10344827586206, 120.17241379310344, 120.13793103448276, 120.03448275862068]","[121.57206896551725, 120.45482758620687, 119.47724137931033, 119.33758620689653, 118.91862068965517, 119.47724137931033, 119.19793103448274, 119.05827586206894, 119.05827586206894, 119.19793103448274, 118.91862068965517, 119.75655172413792, 119.61689655172412, 120.03586206896551, 120.87379310344826, 120.03586206896551, 119.89620689655172, 119.47724137931033, 120.03586206896551, 119.75655172413792, 119.89620689655172, 120.03586206896551, 120.59448275862067]","[120.87379310344826, 119.89620689655172, 119.89620689655172, 119.05827586206894, 119.19793103448274, 119.19793103448274, 120.17551724137931, 120.03586206896551, 119.47724137931033, 119.61689655172412, 119.75655172413792, 119.61689655172412, 119.61689655172412, 119.33758620689653, 120.45482758620687, 119.75655172413792, 120.59448275862067, 120.73413793103447, 120.17551724137931, 120.3151724137931, 120.03586206896551, 120.17551724137931, 120.03586206896551]","[121.01344827586206, 121.01344827586206, 119.89620689655172, 120.03586206896551, 119.75655172413792, 119.89620689655172, 119.89620689655172, 120.3151724137931, 118.77896551724137, 119.89620689655172, 118.91862068965517, 120.3151724137931, 120.17551724137931, 119.75655172413792, 119.47724137931033, 120.03586206896551, 119.61689655172412, 120.3151724137931, 119.89620689655172, 120.17551724137931, 120.03586206896551, 120.45482758620687, 119.89620689655172]"
19,"[105.65517241379311, 99.55172413793103, 101.51724137931035, 100.93103448275862, 100.86206896551724, 100.55172413793103, 101.34482758620689, 101.24137931034483, 100.37931034482759, 100.27586206896552, 100.17241379310344, 99.75862068965517, 99.79310344827586, 97.82758620689656, 97.3103448275862, 97.65517241379311, 99.10344827586206, 99.51724137931035, 99.20689655172414, 99.55172413793103, 100.34482758620689, 103.06896551724138, 100.34482758620689, 101.13793103448276, 102.37931034482759, 102.89655172413794, 102.24137931034483]","[104.81344827586204, 104.81344827586204, 102.16, 101.8806896551724, 101.32206896551725, 102.16, 103.69620689655173, 102.99793103448275, 101.8806896551724, 100.90310344827586, 100.90310344827586, 100.62379310344826, 100.34448275862067, 99.36689655172412, 98.66862068965517, 98.10999999999999, 98.94793103448274, 99.36689655172412, 99.78586206896551, 99.92551724137931, 100.62379310344826, 101.46172413793104, 101.74103448275861, 102.2996551724138, 102.43931034482759, 102.71862068965518, 103.41689655172414]","[104.67379310344825, 102.43931034482759, 102.57896551724139, 103.13758620689654, 102.16, 102.85827586206895, 102.71862068965518, 102.2996551724138, 101.74103448275861, 101.8806896551724, 101.04275862068965, 101.8806896551724, 100.90310344827586, 99.50655172413792, 99.22724137931033, 98.66862068965517, 99.08758620689653, 99.50655172413792, 100.48413793103447, 100.48413793103447, 101.46172413793104, 102.2996551724138, 102.16, 103.13758620689654, 102.0203448275862, 102.71862068965518, 102.85827586206895]","[104.95310344827584, 102.85827586206895, 102.57896551724139, 103.13758620689654, 102.85827586206895, 102.57896551724139, 102.57896551724139, 101.74103448275861, 102.2996551724138, 102.2996551724138, 101.8806896551724, 101.60137931034481, 100.20482758620687, 99.78586206896551, 98.94793103448274, 98.66862068965517, 98.80827586206894, 99.78586206896551, 99.64620689655172, 100.76344827586206, 101.04275862068965, 102.2996551724138, 101.32206896551725, 102.16, 102.43931034482759, 103.13758620689654, 103.41689655172414]"
20,"[105.06896551724138, 98.82758620689656, 100.86206896551724, 100.06896551724138, 98.34482758620689, 99.75862068965517, 99.44827586206897, 99.55172413793103, 100.41379310344827, 100.65517241379311, 100.3103448275862, 100.06896551724138, 100.58620689655173, 100.58620689655173, 100.37931034482759, 100.34482758620689, 100.75862068965517, 100.55172413793103, 100.20689655172414, 100.37931034482759, 100.06896551724138, 100.17241379310344, 100.51724137931035, 100.20689655172414, 100.34482758620689, 102.51724137931035, 99.06896551724138, 99.37931034482759]","[104.81344827586204, 102.57896551724139, 101.8806896551724, 102.71862068965518, 100.90310344827586, 102.71862068965518, 102.2996551724138, 102.0203448275862, 102.57896551724139, 102.85827586206895, 102.2996551724138, 102.0203448275862, 101.8806896551724, 101.46172413793104, 102.43931034482759, 102.43931034482759, 102.2996551724138, 101.8806896551724, 101.74103448275861, 101.74103448275861, 101.60137931034481, 101.8806896551724, 101.60137931034481, 101.04275862068965, 101.60137931034481, 102.2996551724138, 102.16, 101.04275862068965]","[103.69620689655173, 101.60137931034481, 103.13758620689654, 103.69620689655173, 101.32206896551725, 102.99793103448275, 101.32206896551725, 101.60137931034481, 102.0203448275862, 103.41689655172414, 102.0203448275862, 102.43931034482759, 101.8806896551724, 102.16, 102.16, 102.57896551724139, 102.2996551724138, 101.60137931034481, 102.16, 102.16, 101.46172413793104, 101.60137931034481, 101.74103448275861, 100.90310344827586, 100.76344827586206, 96.71344827586205, 101.60137931034481, 102.57896551724139]","[104.11517241379312, 101.04275862068965, 103.13758620689654, 103.27724137931034, 102.2996551724138, 102.16, 101.60137931034481, 102.57896551724139, 102.71862068965518, 102.57896551724139, 102.2996551724138, 102.43931034482759, 102.2996551724138, 101.8806896551724, 102.43931034482759, 102.16, 102.0203448275862, 101.32206896551725, 101.8806896551724, 101.74103448275861, 101.32206896551725, 101.46172413793104, 101.46172413793104, 101.04275862068965, 101.46172413793104, 103.13758620689654, 101.74103448275861, 100.48413793103447]"
21,"[104.27586206896552, 101.37931034482759, 100.3103448275862, 100.34482758620689, 100.55172413793103, 99.93103448275862, 100.0, 100.51724137931035, 99.96551724137932, 100.03448275862068, 100.20689655172414, 99.75862068965517, 99.82758620689656, 100.41379310344827, 101.27586206896552, 101.03448275862068, 100.75862068965517, 100.62068965517241, 100.10344827586206, 100.51724137931035, 100.58620689655173, 99.96551724137932, 100.34482758620689, 100.3103448275862, 100.48275862068965, 100.44827586206897, 100.37931034482759, 99.86206896551724]","[102.85827586206895, 100.76344827586206, 100.34448275862067, 99.92551724137931, 99.92551724137931, 99.92551724137931, 99.64620689655172, 100.48413793103447, 100.20482758620687, 100.20482758620687, 101.04275862068965, 100.20482758620687, 99.78586206896551, 100.48413793103447, 100.76344827586206, 101.46172413793104, 101.32206896551725, 100.90310344827586, 100.90310344827586, 101.18241379310345, 101.18241379310345, 100.20482758620687, 101.18241379310345, 100.90310344827586, 100.48413793103447, 100.34448275862067, 100.48413793103447, 100.34448275862067]","[102.85827586206895, 101.18241379310345, 101.46172413793104, 101.18241379310345, 100.34448275862067, 100.34448275862067, 100.20482758620687, 100.90310344827586, 100.90310344827586, 101.04275862068965, 100.90310344827586, 100.62379310344826, 101.04275862068965, 100.90310344827586, 101.18241379310345, 101.18241379310345, 101.18241379310345, 100.90310344827586, 100.90310344827586, 101.04275862068965, 100.62379310344826, 100.90310344827586, 101.18241379310345, 100.90310344827586, 100.76344827586206, 100.76344827586206, 100.76344827586206, 100.76344827586206]","[101.46172413793104, 100.48413793103447, 101.32206896551725, 100.90310344827586, 100.90310344827586, 100.90310344827586, 100.76344827586206, 100.90310344827586, 100.0651724137931, 100.48413793103447, 99.92551724137931, 100.20482758620687, 100.0651724137931, 101.46172413793104, 101.32206896551725, 101.18241379310345, 101.04275862068965, 100.76344827586206, 101.32206896551725, 101.18241379310345, 101.18241379310345, 100.76344827586206, 100.76344827586206, 100.90310344827586, 100.90310344827586, 101.04275862068965, 101.18241379310345, 100.62379310344826]"
22,"[103.89655172413794, 101.0, 100.3103448275862, 99.93103448275862, 100.20689655172414, 100.62068965517241, 100.0, 100.58620689655173, 101.27586206896552, 100.79310344827586, 100.6896551724138, 100.55172413793103, 100.10344827586206, 99.93103448275862, 100.6896551724138, 101.13793103448276, 100.34482758620689, 100.51724137931035, 100.86206896551724, 100.3103448275862, 100.55172413793103, 100.41379310344827, 100.06896551724138, 100.41379310344827, 100.44827586206897, 100.17241379310344, 99.89655172413794, 100.51724137931035]","[102.71862068965518, 100.90310344827586, 100.90310344827586, 100.34448275862067, 100.62379310344826, 100.90310344827586, 100.20482758620687, 100.62379310344826, 101.46172413793104, 101.18241379310345, 101.18241379310345, 101.46172413793104, 100.76344827586206, 100.76344827586206, 101.60137931034481, 100.90310344827586, 100.90310344827586, 101.04275862068965, 101.32206896551725, 100.62379310344826, 101.32206896551725, 101.18241379310345, 100.76344827586206, 100.90310344827586, 100.90310344827586, 100.34448275862067, 100.48413793103447, 101.18241379310345]","[102.2996551724138, 100.62379310344826, 100.62379310344826, 100.20482758620687, 101.18241379310345, 101.74103448275861, 100.90310344827586, 101.18241379310345, 101.74103448275861, 101.18241379310345, 101.18241379310345, 100.90310344827586, 100.62379310344826, 101.18241379310345, 101.18241379310345, 101.74103448275861, 101.32206896551725, 101.18241379310345, 100.76344827586206, 100.76344827586206, 101.18241379310345, 101.18241379310345, 101.32206896551725, 101.32206896551725, 101.18241379310345, 100.62379310344826, 100.48413793103447, 100.62379310344826]","[102.16, 100.62379310344826, 100.48413793103447, 100.76344827586206, 100.76344827586206, 100.62379310344826, 100.76344827586206, 101.46172413793104, 101.04275862068965, 100.90310344827586, 101.04275862068965, 101.18241379310345, 100.76344827586206, 101.04275862068965, 101.46172413793104, 101.04275862068965, 100.48413793103447, 101.18241379310345, 101.46172413793104, 101.8806896551724, 101.04275862068965, 100.90310344827586, 100.62379310344826, 100.62379310344826, 100.62379310344826, 100.48413793103447, 100.76344827586206, 100.76344827586206]"
