,0,1,2,3
0,"[39.92706896551725, 40.158441379310354, 39.92706896551725, 39.69569655172414, 40.119879310344835, 39.92706896551725, 39.77282068965518, 39.92706896551725, 39.6185724137931, 40.42837586206897, 41.00680689655173, 39.155827586206904, 39.77282068965518, 39.92706896551725, 39.38720000000001, 40.38981379310345, 40.119879310344835, 40.19700344827587, 40.27412758620691, 39.92706896551725, 39.96563103448276, 39.96563103448276, 39.849944827586214, 40.00419310344828, 40.119879310344835, 39.849944827586214, 40.119879310344835, 39.88850689655173, 40.27412758620691, 40.38981379310345, 40.158441379310354, 40.0427551724138, 40.119879310344835, 40.158441379310354, 40.119879310344835, 40.23556551724139, 40.0427551724138, 40.00419310344828, 40.0427551724138, 39.73425862068966, 39.77282068965518, 39.96563103448276, 39.65713448275862, 40.08131724137932, 39.96563103448276, 39.88850689655173, 39.96563103448276, 40.158441379310354, 40.158441379310354, 39.849944827586214, 39.849944827586214, 40.08131724137932, 40.119879310344835, 39.88850689655173, 39.77282068965518, 40.23556551724139, 40.0427551724138, 39.92706896551725, 40.119879310344835, 40.0427551724138]","[40.27582413793104, 39.70581379310345, 39.64247931034483, 39.64247931034483, 39.64247931034483, 39.389141379310345, 39.515810344827585, 39.515810344827585, 39.389141379310345, 39.515810344827585, 39.579144827586205, 39.579144827586205, 39.64247931034483, 39.579144827586205, 39.64247931034483, 39.64247931034483, 39.70581379310345, 39.70581379310345, 39.70581379310345, 39.64247931034483, 39.64247931034483, 39.83248275862069, 39.70581379310345, 39.64247931034483, 39.83248275862069, 39.70581379310345, 39.769148275862065, 39.64247931034483, 39.83248275862069, 39.769148275862065, 39.515810344827585, 39.769148275862065, 39.70581379310345, 39.70581379310345, 39.70581379310345, 39.769148275862065, 39.769148275862065, 39.89581724137931, 39.89581724137931, 39.769148275862065, 39.579144827586205, 39.89581724137931, 39.89581724137931, 39.579144827586205, 39.83248275862069, 39.769148275862065, 39.83248275862069, 39.83248275862069, 39.83248275862069, 39.70581379310345, 39.769148275862065, 39.769148275862065, 39.83248275862069, 39.83248275862069, 39.70581379310345, 39.64247931034483, 39.64247931034483, 39.769148275862065, 39.70581379310345, 39.95915172413793]","[39.717, 39.7773, 39.89789999999999, 39.7773, 39.7773, 40.018499999999996, 40.1994, 40.1994, 40.32, 40.259699999999995, 40.1994, 40.1391, 40.259699999999995, 40.018499999999996, 40.32, 39.9582, 39.9582, 40.1994, 39.8376, 39.8376, 39.7773, 39.596399999999996, 39.8376, 39.9582, 40.1994, 40.1391, 40.1391, 39.9582, 40.0788, 39.9582, 39.89789999999999, 40.0788, 39.596399999999996, 39.7773, 39.4758, 39.656699999999994, 39.89789999999999, 40.018499999999996, 39.89789999999999, 39.717, 39.9582, 39.9582, 39.9582, 39.9582, 40.1391, 40.32, 40.0788, 40.018499999999996, 40.018499999999996, 40.018499999999996, 40.018499999999996, 39.89789999999999, 39.8376, 40.018499999999996, 39.8376, 39.7773, 39.89789999999999, 39.9582, 40.018499999999996, 39.9582]","[252.97543793103446, 251.46211724137927, 249.61981379310342, 247.44852758620686, 245.60622413793104, 243.96131034482758, 242.6453793103448, 240.93466896551726, 239.22395862068967, 237.18426551724136, 235.40775862068963, 234.8155896551724, 233.10487931034484, 231.59155862068963, 230.34142413793103, 228.17013793103447, 227.5121724137931, 225.14349655172413, 224.0249551724138, 222.44583793103448, 220.86672068965515, 219.0244172413793, 217.1163172413793, 215.0108275862069, 213.3001172413793, 211.5894068965517, 209.87869655172412, 207.64161379310343, 206.0624965517241, 204.2859896551724, 202.90426206896552, 201.25934827586207, 199.35124827586208, 197.6405379310345, 195.79823448275863, 194.4165068965517, 192.8373896551724, 190.86349310344826, 189.5475620689655, 187.77105517241378, 186.45512413793102, 184.74441379310343, 183.03370344827587, 181.84936551724135, 180.07285862068963, 178.75692758620687, 176.51984482758618, 175.20391379310342, 175.33550689655172, 172.5062551724138, 171.7166965517241, 170.07178275862069, 169.0190379310345, 167.6373103448276, 166.6503620689655, 165.20283793103448, 164.15009310344828, 162.83416206896553, 161.64982413793103, 160.33389310344828]"
